subscriberId,campaignType,tenureMonths,monthlyDataUsageGb,monthlyVoiceMinutes,monthlySpendTry,currentTariff,pastAcceptedOffers,pastDeclinedOffers,complaintCount6m,usageTrend,trueConversionProbability,converted
SUB-0065,TARIFE_YUKSELTME,35,6.22,82,130.12,EKONOMIK,3,2,2,0.695,0.5452,0
SUB-0065,CIHAZ_FIRSATI,35,6.22,82,130.12,EKONOMIK,3,2,2,0.695,0.6305,1
SUB-0065,SADAKAT,35,6.22,82,130.12,EKONOMIK,3,2,2,0.695,0.7404,1
SUB-0066,EK_PAKET,28,1.21,270,123.46,EKONOMIK,2,2,0,0.019,0.3986,1
SUB-0066,TARIFE_YUKSELTME,28,1.21,270,123.46,EKONOMIK,2,2,0,0.019,0.469,1
SUB-0066,CIHAZ_FIRSATI,28,1.21,270,123.46,EKONOMIK,2,2,0,0.019,0.5876,1
SUB-0066,SADAKAT,28,1.21,270,123.46,EKONOMIK,2,2,0,0.019,0.5954,1
SUB-0067,EK_PAKET,77,4.55,725,495.87,PREMIUM,5,7,0,0.591,0.3612,1
SUB-0067,TARIFE_YUKSELTME,77,4.55,725,495.87,PREMIUM,5,7,0,0.591,0.3889,1
SUB-0067,CIHAZ_FIRSATI,77,4.55,725,495.87,PREMIUM,5,7,0,0.591,0.9656,1
SUB-0067,SADAKAT,77,4.55,725,495.87,PREMIUM,5,7,0,0.591,0.8571,1
SUB-0068,EK_PAKET,32,40.86,226,630.43,PREMIUM,1,4,1,-0.098,0.752,1
SUB-0068,TARIFE_YUKSELTME,32,40.86,226,630.43,PREMIUM,1,4,1,-0.098,0.6548,0
SUB-0068,CIHAZ_FIRSATI,32,40.86,226,630.43,PREMIUM,1,4,1,-0.098,0.547,1
SUB-0068,SADAKAT,32,40.86,226,630.43,PREMIUM,1,4,1,-0.098,0.5301,1
SUB-0069,EK_PAKET,7,5.44,749,530.96,PREMIUM,1,0,0,0.141,0.5282,0
SUB-0069,TARIFE_YUKSELTME,7,5.44,749,530.96,PREMIUM,1,0,0,0.141,0.4597,0
SUB-0069,CIHAZ_FIRSATI,7,5.44,749,530.96,PREMIUM,1,0,0,0.141,0.6284,0
SUB-0069,SADAKAT,7,5.44,749,530.96,PREMIUM,1,0,0,0.141,0.5601,1
SUB-0070,EK_PAKET,40,2.09,1756,515.4,PREMIUM,4,2,1,-0.492,0.303,1
SUB-0070,TARIFE_YUKSELTME,40,2.09,1756,515.4,PREMIUM,4,2,1,-0.492,0.1797,0
SUB-0070,CIHAZ_FIRSATI,40,2.09,1756,515.4,PREMIUM,4,2,1,-0.492,0.7375,1
SUB-0070,SADAKAT,40,2.09,1756,515.4,PREMIUM,4,2,1,-0.492,0.7721,0
SUB-0071,EK_PAKET,67,39.29,555,460.56,STANDART,4,7,0,-0.106,0.7815,1
SUB-0071,TARIFE_YUKSELTME,67,39.29,555,460.56,STANDART,4,7,0,-0.106,0.9209,1
SUB-0071,CIHAZ_FIRSATI,67,39.29,555,460.56,STANDART,4,7,0,-0.106,0.7013,0
SUB-0071,SADAKAT,67,39.29,555,460.56,STANDART,4,7,0,-0.106,0.6862,1
SUB-0072,EK_PAKET,16,4.4,740,341.28,STANDART,2,0,0,0.124,0.4716,0
SUB-0072,TARIFE_YUKSELTME,16,4.4,740,341.28,STANDART,2,0,0,0.124,0.6022,1
SUB-0072,CIHAZ_FIRSATI,16,4.4,740,341.28,STANDART,2,0,0,0.124,0.611,1
SUB-0072,SADAKAT,16,4.4,740,341.28,STANDART,2,0,0,0.124,0.7631,1
SUB-0073,EK_PAKET,39,55.88,965,569.44,STANDART,3,3,1,0.525,0.8358,0
SUB-0073,TARIFE_YUKSELTME,39,55.88,965,569.44,STANDART,3,3,1,0.525,0.99,1
SUB-0073,CIHAZ_FIRSATI,39,55.88,965,569.44,STANDART,3,3,1,0.525,0.7707,1
SUB-0073,SADAKAT,39,55.88,965,569.44,STANDART,3,3,1,0.525,0.7491,1
SUB-0074,EK_PAKET,11,8.44,291,283.0,STANDART,1,0,0,0.128,0.5544,0
SUB-0074,TARIFE_YUKSELTME,11,8.44,291,283.0,STANDART,1,0,0,0.128,0.5583,0
SUB-0074,CIHAZ_FIRSATI,11,8.44,291,283.0,STANDART,1,0,0,0.128,0.6067,1
SUB-0074,SADAKAT,11,8.44,291,283.0,STANDART,1,0,0,0.128,0.635,1
SUB-0075,EK_PAKET,58,32.19,728,419.77,STANDART,1,8,0,0.534,0.8831,1
SUB-0075,TARIFE_YUKSELTME,58,32.19,728,419.77,STANDART,1,8,0,0.534,0.8425,1
SUB-0075,CIHAZ_FIRSATI,58,32.19,728,419.77,STANDART,1,8,0,0.534,0.8501,1
SUB-0075,SADAKAT,58,32.19,728,419.77,STANDART,1,8,0,0.534,0.8312,1
SUB-0076,EK_PAKET,40,9.31,285,136.94,EKONOMIK,6,0,2,0.114,0.5909,1
SUB-0076,TARIFE_YUKSELTME,40,9.31,285,136.94,EKONOMIK,6,0,2,0.114,0.6388,1
SUB-0076,CIHAZ_FIRSATI,40,9.31,285,136.94,EKONOMIK,6,0,2,0.114,0.7204,1
SUB-0076,SADAKAT,40,9.31,285,136.94,EKONOMIK,6,0,2,0.114,0.8094,1
SUB-0077,EK_PAKET,28,15.16,526,329.13,STANDART,1,3,0,0.62,0.5324,1
SUB-0077,TARIFE_YUKSELTME,28,15.16,526,329.13,STANDART,1,3,0,0.62,0.6457,1
SUB-0077,CIHAZ_FIRSATI,28,15.16,526,329.13,STANDART,1,3,0,0.62,0.6652,1
SUB-0077,SADAKAT,28,15.16,526,329.13,STANDART,1,3,0,0.62,0.6622,1
SUB-0078,EK_PAKET,20,10.14,806,141.63,EKONOMIK,0,3,1,-0.051,0.1925,0
SUB-0078,TARIFE_YUKSELTME,20,10.14,806,141.63,EKONOMIK,0,3,1,-0.051,0.1533,0
SUB-0078,CIHAZ_FIRSATI,20,10.14,806,141.63,EKONOMIK,0,3,1,-0.051,0.3236,0
SUB-0078,SADAKAT,20,10.14,806,141.63,EKONOMIK,0,3,1,-0.051,0.495,0
SUB-0079,EK_PAKET,48,9.36,203,226.92,EKONOMIK,3,5,0,0.887,0.5731,0
SUB-0079,TARIFE_YUKSELTME,48,9.36,203,226.92,EKONOMIK,3,5,0,0.887,0.7242,1
SUB-0079,CIHAZ_FIRSATI,48,9.36,203,226.92,EKONOMIK,3,5,0,0.887,0.8118,1
SUB-0079,SADAKAT,48,9.36,203,226.92,EKONOMIK,3,5,0,0.887,0.8297,1
SUB-0080,EK_PAKET,57,13.21,27,334.01,STANDART,7,2,0,-0.12,0.8126,1
SUB-0080,TARIFE_YUKSELTME,57,13.21,27,334.01,STANDART,7,2,0,-0.12,0.631,1
SUB-0080,CIHAZ_FIRSATI,57,13.21,27,334.01,STANDART,7,2,0,-0.12,0.9744,1
SUB-0080,SADAKAT,57,13.21,27,334.01,STANDART,7,2,0,-0.12,0.9533,1
SUB-0081,EK_PAKET,79,15.53,186,321.15,STANDART,3,10,0,-0.218,0.484,0
SUB-0081,TARIFE_YUKSELTME,79,15.53,186,321.15,STANDART,3,10,0,-0.218,0.5479,0
SUB-0081,CIHAZ_FIRSATI,79,15.53,186,321.15,STANDART,3,10,0,-0.218,0.6428,1
SUB-0081,SADAKAT,79,15.53,186,321.15,STANDART,3,10,0,-0.218,0.6592,0
SUB-0082,EK_PAKET,37,12.52,889,224.1,EKONOMIK,6,0,0,-0.374,0.4533,0
SUB-0082,TARIFE_YUKSELTME,37,12.52,889,224.1,EKONOMIK,6,0,0,-0.374,0.8284,1
SUB-0082,CIHAZ_FIRSATI,37,12.52,889,224.1,EKONOMIK,6,0,0,-0.374,0.8634,1
SUB-0082,SADAKAT,37,12.52,889,224.1,EKONOMIK,6,0,0,-0.374,0.7722,1
SUB-0083,EK_PAKET,14,11.64,165,445.56,PREMIUM,0,2,1,0.786,0.3994,1
SUB-0083,TARIFE_YUKSELTME,14,11.64,165,445.56,PREMIUM,0,2,1,0.786,0.3715,1
SUB-0083,CIHAZ_FIRSATI,14,11.64,165,445.56,PREMIUM,0,2,1,0.786,0.4778,1
SUB-0083,SADAKAT,14,11.64,165,445.56,PREMIUM,0,2,1,0.786,0.4668,1
SUB-0084,EK_PAKET,70,6.27,855,427.63,PREMIUM,8,3,0,0.337,0.4818,0
SUB-0084,TARIFE_YUKSELTME,70,6.27,855,427.63,PREMIUM,8,3,0,0.337,0.4576,1
SUB-0084,CIHAZ_FIRSATI,70,6.27,855,427.63,PREMIUM,8,3,0,0.337,0.99,1
SUB-0084,SADAKAT,70,6.27,855,427.63,PREMIUM,8,3,0,0.337,0.945,1
SUB-0085,EK_PAKET,53,10.42,186,198.73,EKONOMIK,3,5,1,-0.147,0.4517,1
SUB-0085,TARIFE_YUKSELTME,53,10.42,186,198.73,EKONOMIK,3,5,1,-0.147,0.4698,1
SUB-0085,CIHAZ_FIRSATI,53,10.42,186,198.73,EKONOMIK,3,5,1,-0.147,0.6009,1
SUB-0085,SADAKAT,53,10.42,186,198.73,EKONOMIK,3,5,1,-0.147,0.7906,1
SUB-0086,EK_PAKET,59,29.68,349,255.99,EKONOMIK,3,6,0,0.487,0.7654,1
SUB-0086,TARIFE_YUKSELTME,59,29.68,349,255.99,EKONOMIK,3,6,0,0.487,0.8385,0
SUB-0086,CIHAZ_FIRSATI,59,29.68,349,255.99,EKONOMIK,3,6,0,0.487,0.8213,1
SUB-0086,SADAKAT,59,29.68,349,255.99,EKONOMIK,3,6,0,0.487,0.8062,0
SUB-0087,EK_PAKET,9,6.04,412,157.18,EKONOMIK,1,0,1,0.211,0.3201,0
SUB-0087,TARIFE_YUKSELTME,9,6.04,412,157.18,EKONOMIK,1,0,1,0.211,0.7138,1
SUB-0087,CIHAZ_FIRSATI,9,6.04,412,157.18,EKONOMIK,1,0,1,0.211,0.3873,1
SUB-0087,SADAKAT,9,6.04,412,157.18,EKONOMIK,1,0,1,0.211,0.706,0
SUB-0088,EK_PAKET,27,13.48,164,267.6,STANDART,1,3,1,0.658,0.4475,1
SUB-0088,TARIFE_YUKSELTME,27,13.48,164,267.6,STANDART,1,3,1,0.658,0.5306,0
SUB-0088,CIHAZ_FIRSATI,27,13.48,164,267.6,STANDART,1,3,1,0.658,0.7127,1
SUB-0088,SADAKAT,27,13.48,164,267.6,STANDART,1,3,1,0.658,0.6512,1
SUB-0089,EK_PAKET,65,24.08,352,587.42,PREMIUM,5,5,1,-0.572,0.4844,1
SUB-0089,TARIFE_YUKSELTME,65,24.08,352,587.42,PREMIUM,5,5,1,-0.572,0.2567,0
SUB-0089,CIHAZ_FIRSATI,65,24.08,352,587.42,PREMIUM,5,5,1,-0.572,0.7879,0
SUB-0089,SADAKAT,65,24.08,352,587.42,PREMIUM,5,5,1,-0.572,0.5973,1
SUB-0090,EK_PAKET,70,15.62,88,270.41,EKONOMIK,6,5,0,-0.043,0.6395,0
SUB-0090,TARIFE_YUKSELTME,70,15.62,88,270.41,EKONOMIK,6,5,0,-0.043,0.7011,0
SUB-0090,CIHAZ_FIRSATI,70,15.62,88,270.41,EKONOMIK,6,5,0,-0.043,0.7813,0
SUB-0090,SADAKAT,70,15.62,88,270.41,EKONOMIK,6,5,0,-0.043,0.795,1
SUB-0091,EK_PAKET,37,20.65,313,385.91,STANDART,1,5,1,-0.192,0.502,0
SUB-0091,TARIFE_YUKSELTME,37,20.65,313,385.91,STANDART,1,5,1,-0.192,0.4479,0
SUB-0091,CIHAZ_FIRSATI,37,20.65,313,385.91,STANDART,1,5,1,-0.192,0.5515,1
SUB-0091,SADAKAT,37,20.65,313,385.91,STANDART,1,5,1,-0.192,0.6982,1
SUB-0092,EK_PAKET,68,4.34,386,146.32,EKONOMIK,1,10,0,-0.641,0.1698,1
SUB-0092,TARIFE_YUKSELTME,68,4.34,386,146.32,EKONOMIK,1,10,0,-0.641,0.2024,0
SUB-0092,CIHAZ_FIRSATI,68,4.34,386,146.32,EKONOMIK,1,10,0,-0.641,0.7169,1
SUB-0092,SADAKAT,68,4.34,386,146.32,EKONOMIK,1,10,0,-0.641,0.6388,1
SUB-0093,EK_PAKET,71,13.5,29,303.21,STANDART,3,8,2,0.261,0.3036,0
SUB-0093,TARIFE_YUKSELTME,71,13.5,29,303.21,STANDART,3,8,2,0.261,0.3772,0
SUB-0093,CIHAZ_FIRSATI,71,13.5,29,303.21,STANDART,3,8,2,0.261,0.5398,0
SUB-0093,SADAKAT,71,13.5,29,303.21,STANDART,3,8,2,0.261,0.6831,0
SUB-0094,EK_PAKET,33,8.97,184,504.59,PREMIUM,1,4,4,-0.365,0.01,0
SUB-0094,TARIFE_YUKSELTME,33,8.97,184,504.59,PREMIUM,1,4,4,-0.365,0.1996,0
SUB-0094,CIHAZ_FIRSATI,33,8.97,184,504.59,PREMIUM,1,4,4,-0.365,0.3344,1
SUB-0094,SADAKAT,33,8.97,184,504.59,PREMIUM,1,4,4,-0.365,0.3668,1
SUB-0095,EK_PAKET,76,9.26,515,76.5,EKONOMIK,3,9,1,0.229,0.3275,0
SUB-0095,TARIFE_YUKSELTME,76,9.26,515,76.5,EKONOMIK,3,9,1,0.229,0.4546,0
SUB-0095,CIHAZ_FIRSATI,76,9.26,515,76.5,EKONOMIK,3,9,1,0.229,0.6489,0
SUB-0095,SADAKAT,76,9.26,515,76.5,EKONOMIK,3,9,1,0.229,0.707,1
SUB-0096,EK_PAKET,25,28.11,146,256.81,EKONOMIK,2,2,1,0.796,0.9631,1
SUB-0096,TARIFE_YUKSELTME,25,28.11,146,256.81,EKONOMIK,2,2,1,0.796,0.99,1
SUB-0096,CIHAZ_FIRSATI,25,28.11,146,256.81,EKONOMIK,2,2,1,0.796,0.8134,1
SUB-0096,SADAKAT,25,28.11,146,256.81,EKONOMIK,2,2,1,0.796,0.9601,1
SUB-0097,EK_PAKET,21,9.37,579,335.98,STANDART,2,1,0,-0.074,0.4577,0
SUB-0097,TARIFE_YUKSELTME,21,9.37,579,335.98,STANDART,2,1,0,-0.074,0.6199,0
SUB-0097,CIHAZ_FIRSATI,21,9.37,579,335.98,STANDART,2,1,0,-0.074,0.5944,0
SUB-0097,SADAKAT,21,9.37,579,335.98,STANDART,2,1,0,-0.074,0.7419,0
SUB-0098,EK_PAKET,58,13.81,620,259.1,STANDART,2,7,0,-0.097,0.363,0
SUB-0098,TARIFE_YUKSELTME,58,13.81,620,259.1,STANDART,2,7,0,-0.097,0.5979,1
SUB-0098,CIHAZ_FIRSATI,58,13.81,620,259.1,STANDART,2,7,0,-0.097,0.7268,1
SUB-0098,SADAKAT,58,13.81,620,259.1,STANDART,2,7,0,-0.097,0.7019,0
SUB-0099,EK_PAKET,54,2.09,513,462.95,PREMIUM,5,4,1,0.012,0.3163,1
SUB-0099,TARIFE_YUKSELTME,54,2.09,513,462.95,PREMIUM,5,4,1,0.012,0.0748,0
SUB-0099,CIHAZ_FIRSATI,54,2.09,513,462.95,PREMIUM,5,4,1,0.012,0.7566,0
SUB-0099,SADAKAT,54,2.09,513,462.95,PREMIUM,5,4,1,0.012,0.793,0
SUB-0100,EK_PAKET,12,32.17,721,578.45,PREMIUM,0,2,3,0.156,0.6231,0
SUB-0100,TARIFE_YUKSELTME,12,32.17,721,578.45,PREMIUM,0,2,3,0.156,0.3041,1
SUB-0100,CIHAZ_FIRSATI,12,32.17,721,578.45,PREMIUM,0,2,3,0.156,0.3166,1
SUB-0100,SADAKAT,12,32.17,721,578.45,PREMIUM,0,2,3,0.156,0.3305,0
SUB-0101,EK_PAKET,70,19.88,82,170.84,EKONOMIK,5,6,2,-0.308,0.4161,1
SUB-0101,TARIFE_YUKSELTME,70,19.88,82,170.84,EKONOMIK,5,6,2,-0.308,0.3788,0
SUB-0101,CIHAZ_FIRSATI,70,19.88,82,170.84,EKONOMIK,5,6,2,-0.308,0.7426,1
SUB-0101,SADAKAT,70,19.88,82,170.84,EKONOMIK,5,6,2,-0.308,0.6648,0
SUB-0102,EK_PAKET,17,10.7,831,170.31,EKONOMIK,1,1,1,-0.251,0.3673,0
SUB-0102,TARIFE_YUKSELTME,17,10.7,831,170.31,EKONOMIK,1,1,1,-0.251,0.4215,1
SUB-0102,CIHAZ_FIRSATI,17,10.7,831,170.31,EKONOMIK,1,1,1,-0.251,0.381,1
SUB-0102,SADAKAT,17,10.7,831,170.31,EKONOMIK,1,1,1,-0.251,0.586,1
SUB-0103,EK_PAKET,68,8.68,166,215.67,STANDART,5,6,1,0.34,0.3389,0
SUB-0103,TARIFE_YUKSELTME,68,8.68,166,215.67,STANDART,5,6,1,0.34,0.5498,0
SUB-0103,CIHAZ_FIRSATI,68,8.68,166,215.67,STANDART,5,6,1,0.34,0.8216,0
SUB-0103,SADAKAT,68,8.68,166,215.67,STANDART,5,6,1,0.34,0.86,1
SUB-0104,EK_PAKET,1,16.69,449,219.66,EKONOMIK,0,0,0,0.183,0.6043,1
SUB-0104,TARIFE_YUKSELTME,1,16.69,449,219.66,EKONOMIK,0,0,0,0.183,0.7968,0
SUB-0104,CIHAZ_FIRSATI,1,16.69,449,219.66,EKONOMIK,0,0,0,0.183,0.5262,1
SUB-0104,SADAKAT,1,16.69,449,219.66,EKONOMIK,0,0,0,0.183,0.4896,0
SUB-0105,EK_PAKET,67,23.89,1308,617.66,PREMIUM,5,6,0,-0.666,0.5587,1
SUB-0105,TARIFE_YUKSELTME,67,23.89,1308,617.66,PREMIUM,5,6,0,-0.666,0.3798,0
SUB-0105,CIHAZ_FIRSATI,67,23.89,1308,617.66,PREMIUM,5,6,0,-0.666,0.7644,1
SUB-0105,SADAKAT,67,23.89,1308,617.66,PREMIUM,5,6,0,-0.666,0.6385,1
SUB-0106,EK_PAKET,67,32.44,308,395.94,STANDART,1,10,0,-0.379,0.6684,1
SUB-0106,TARIFE_YUKSELTME,67,32.44,308,395.94,STANDART,1,10,0,-0.379,0.6436,0
SUB-0106,CIHAZ_FIRSATI,67,32.44,308,395.94,STANDART,1,10,0,-0.379,0.7831,1
SUB-0106,SADAKAT,67,32.44,308,395.94,STANDART,1,10,0,-0.379,0.5769,1
SUB-0107,EK_PAKET,66,19.45,420,108.3,EKONOMIK,3,8,0,0.575,0.5973,0
SUB-0107,TARIFE_YUKSELTME,66,19.45,420,108.3,EKONOMIK,3,8,0,0.575,0.6958,0
SUB-0107,CIHAZ_FIRSATI,66,19.45,420,108.3,EKONOMIK,3,8,0,0.575,0.8101,1
SUB-0107,SADAKAT,66,19.45,420,108.3,EKONOMIK,3,8,0,0.575,0.8516,1
SUB-0108,EK_PAKET,56,11.75,167,493.04,PREMIUM,3,6,1,0.111,0.442,1
SUB-0108,TARIFE_YUKSELTME,56,11.75,167,493.04,PREMIUM,3,6,1,0.111,0.2363,1
SUB-0108,CIHAZ_FIRSATI,56,11.75,167,493.04,PREMIUM,3,6,1,0.111,0.7788,1
SUB-0108,SADAKAT,56,11.75,167,493.04,PREMIUM,3,6,1,0.111,0.7693,1
SUB-0109,EK_PAKET,40,21.43,1299,265.74,EKONOMIK,2,4,0,-0.217,0.5254,1
SUB-0109,TARIFE_YUKSELTME,40,21.43,1299,265.74,EKONOMIK,2,4,0,-0.217,0.577,1
SUB-0109,CIHAZ_FIRSATI,40,21.43,1299,265.74,EKONOMIK,2,4,0,-0.217,0.5305,1
SUB-0109,SADAKAT,40,21.43,1299,265.74,EKONOMIK,2,4,0,-0.217,0.5655,1
SUB-0110,EK_PAKET,60,18.92,185,234.0,STANDART,5,5,1,-0.09,0.6562,0
SUB-0110,TARIFE_YUKSELTME,60,18.92,185,234.0,STANDART,5,5,1,-0.09,0.6599,1
SUB-0110,CIHAZ_FIRSATI,60,18.92,185,234.0,STANDART,5,5,1,-0.09,0.8945,1
SUB-0110,SADAKAT,60,18.92,185,234.0,STANDART,5,5,1,-0.09,0.8738,1
SUB-0111,EK_PAKET,24,11.79,659,299.14,STANDART,2,2,2,-0.105,0.4318,1
SUB-0111,TARIFE_YUKSELTME,24,11.79,659,299.14,STANDART,2,2,2,-0.105,0.4644,1
SUB-0111,CIHAZ_FIRSATI,24,11.79,659,299.14,STANDART,2,2,2,-0.105,0.4939,0
SUB-0111,SADAKAT,24,11.79,659,299.14,STANDART,2,2,2,-0.105,0.3342,0
SUB-0112,EK_PAKET,66,18.55,964,296.28,STANDART,3,8,1,0.228,0.5208,1
SUB-0112,TARIFE_YUKSELTME,66,18.55,964,296.28,STANDART,3,8,1,0.228,0.5255,1
SUB-0112,CIHAZ_FIRSATI,66,18.55,964,296.28,STANDART,3,8,1,0.228,0.6527,0
SUB-0112,SADAKAT,66,18.55,964,296.28,STANDART,3,8,1,0.228,0.7452,1
SUB-0113,EK_PAKET,47,18.32,704,374.63,STANDART,0,7,4,-0.745,0.0929,0
SUB-0113,TARIFE_YUKSELTME,47,18.32,704,374.63,STANDART,0,7,4,-0.745,0.1598,0
SUB-0113,CIHAZ_FIRSATI,47,18.32,704,374.63,STANDART,0,7,4,-0.745,0.2097,0
SUB-0113,SADAKAT,47,18.32,704,374.63,STANDART,0,7,4,-0.745,0.3118,0
SUB-0114,EK_PAKET,39,10.66,537,280.97,STANDART,0,6,1,-0.324,0.1884,0
SUB-0114,TARIFE_YUKSELTME,39,10.66,537,280.97,STANDART,0,6,1,-0.324,0.3231,1
SUB-0114,CIHAZ_FIRSATI,39,10.66,537,280.97,STANDART,0,6,1,-0.324,0.4283,0
SUB-0114,SADAKAT,39,10.66,537,280.97,STANDART,0,6,1,-0.324,0.2707,1
SUB-0115,EK_PAKET,43,7.47,444,529.75,PREMIUM,2,5,2,-0.014,0.2845,1
SUB-0115,TARIFE_YUKSELTME,43,7.47,444,529.75,PREMIUM,2,5,2,-0.014,0.0695,1
SUB-0115,CIHAZ_FIRSATI,43,7.47,444,529.75,PREMIUM,2,5,2,-0.014,0.506,0
SUB-0115,SADAKAT,43,7.47,444,529.75,PREMIUM,2,5,2,-0.014,0.459,1
SUB-0116,EK_PAKET,48,17.28,125,580.38,PREMIUM,5,3,0,0.015,0.7347,0
SUB-0116,TARIFE_YUKSELTME,48,17.28,125,580.38,PREMIUM,5,3,0,0.015,0.3411,0
SUB-0116,CIHAZ_FIRSATI,48,17.28,125,580.38,PREMIUM,5,3,0,0.015,0.887,1
SUB-0116,SADAKAT,48,17.28,125,580.38,PREMIUM,5,3,0,0.015,0.9798,1
SUB-0117,EK_PAKET,4,4.78,1261,354.94,STANDART,0,0,1,0.17,0.4021,1
SUB-0117,TARIFE_YUKSELTME,4,4.78,1261,354.94,STANDART,0,0,1,0.17,0.5132,0
SUB-0117,CIHAZ_FIRSATI,4,4.78,1261,354.94,STANDART,0,0,1,0.17,0.4341,0
SUB-0117,SADAKAT,4,4.78,1261,354.94,STANDART,0,0,1,0.17,0.3482,1
SUB-0118,EK_PAKET,12,3.89,505,129.41,EKONOMIK,0,2,0,-0.38,0.2282,0
SUB-0118,TARIFE_YUKSELTME,12,3.89,505,129.41,EKONOMIK,0,2,0,-0.38,0.2219,0
SUB-0118,CIHAZ_FIRSATI,12,3.89,505,129.41,EKONOMIK,0,2,0,-0.38,0.2324,0
SUB-0118,SADAKAT,12,3.89,505,129.41,EKONOMIK,0,2,0,-0.38,0.3968,0
SUB-0119,EK_PAKET,21,13.96,421,337.85,STANDART,0,3,0,0.175,0.3694,0
SUB-0119,TARIFE_YUKSELTME,21,13.96,421,337.85,STANDART,0,3,0,0.175,0.5058,1
SUB-0119,CIHAZ_FIRSATI,21,13.96,421,337.85,STANDART,0,3,0,0.175,0.4509,1
SUB-0119,SADAKAT,21,13.96,421,337.85,STANDART,0,3,0,0.175,0.4997,1
SUB-0120,EK_PAKET,10,16.97,154,496.95,PREMIUM,1,0,1,0.352,0.6371,1
SUB-0120,TARIFE_YUKSELTME,10,16.97,154,496.95,PREMIUM,1,0,1,0.352,0.4739,1
SUB-0120,CIHAZ_FIRSATI,10,16.97,154,496.95,PREMIUM,1,0,1,0.352,0.7538,1
SUB-0120,SADAKAT,10,16.97,154,496.95,PREMIUM,1,0,1,0.352,0.6765,1
SUB-0121,EK_PAKET,37,13.88,436,230.1,EKONOMIK,2,4,0,0.22,0.5215,1
SUB-0121,TARIFE_YUKSELTME,37,13.88,436,230.1,EKONOMIK,2,4,0,0.22,0.6929,1
SUB-0121,CIHAZ_FIRSATI,37,13.88,436,230.1,EKONOMIK,2,4,0,0.22,0.7136,0
SUB-0121,SADAKAT,37,13.88,436,230.1,EKONOMIK,2,4,0,0.22,0.7803,1
SUB-0122,EK_PAKET,57,14.95,400,296.84,STANDART,8,1,0,0.099,0.6209,0
SUB-0122,TARIFE_YUKSELTME,57,14.95,400,296.84,STANDART,8,1,0,0.099,0.71,1
SUB-0122,CIHAZ_FIRSATI,57,14.95,400,296.84,STANDART,8,1,0,0.099,0.9837,1
SUB-0122,SADAKAT,57,14.95,400,296.84,STANDART,8,1,0,0.099,0.9549,1
SUB-0123,EK_PAKET,55,16.78,1308,313.06,STANDART,8,1,1,-0.064,0.678,1
SUB-0123,TARIFE_YUKSELTME,55,16.78,1308,313.06,STANDART,8,1,1,-0.064,0.7738,0
SUB-0123,CIHAZ_FIRSATI,55,16.78,1308,313.06,STANDART,8,1,1,-0.064,0.9288,1
SUB-0123,SADAKAT,55,16.78,1308,313.06,STANDART,8,1,1,-0.064,0.9604,1
SUB-0124,EK_PAKET,40,28.18,420,245.92,EKONOMIK,3,3,0,-0.242,0.8373,1
SUB-0124,TARIFE_YUKSELTME,40,28.18,420,245.92,EKONOMIK,3,3,0,-0.242,0.7042,1
SUB-0124,CIHAZ_FIRSATI,40,28.18,420,245.92,EKONOMIK,3,3,0,-0.242,0.525,1
SUB-0124,SADAKAT,40,28.18,420,245.92,EKONOMIK,3,3,0,-0.242,0.6111,1
SUB-0125,EK_PAKET,72,19.67,431,286.01,STANDART,5,7,0,0.025,0.5446,0
SUB-0125,TARIFE_YUKSELTME,72,19.67,431,286.01,STANDART,5,7,0,0.025,0.6715,0
SUB-0125,CIHAZ_FIRSATI,72,19.67,431,286.01,STANDART,5,7,0,0.025,0.8061,1
SUB-0125,SADAKAT,72,19.67,431,286.01,STANDART,5,7,0,0.025,0.7769,1
SUB-0126,EK_PAKET,48,19.28,156,355.92,STANDART,6,2,1,0.411,0.7765,1
SUB-0126,TARIFE_YUKSELTME,48,19.28,156,355.92,STANDART,6,2,1,0.411,0.9821,1
SUB-0126,CIHAZ_FIRSATI,48,19.28,156,355.92,STANDART,6,2,1,0.411,0.8917,1
SUB-0126,SADAKAT,48,19.28,156,355.92,STANDART,6,2,1,0.411,0.8856,1
SUB-0127,EK_PAKET,7,13.22,219,358.19,STANDART,0,1,1,-0.072,0.3963,1
SUB-0127,TARIFE_YUKSELTME,7,13.22,219,358.19,STANDART,0,1,1,-0.072,0.4129,0
SUB-0127,CIHAZ_FIRSATI,7,13.22,219,358.19,STANDART,0,1,1,-0.072,0.4118,0
SUB-0127,SADAKAT,7,13.22,219,358.19,STANDART,0,1,1,-0.072,0.36,0
SUB-0128,EK_PAKET,65,13.57,604,552.76,PREMIUM,5,5,1,-0.341,0.376,1
SUB-0128,TARIFE_YUKSELTME,65,13.57,604,552.76,PREMIUM,5,5,1,-0.341,0.1918,1
SUB-0128,CIHAZ_FIRSATI,65,13.57,604,552.76,PREMIUM,5,5,1,-0.341,0.8605,1
SUB-0128,SADAKAT,65,13.57,604,552.76,PREMIUM,5,5,1,-0.341,0.7549,0
SUB-0129,EK_PAKET,49,10.03,65,461.6,PREMIUM,7,1,1,-0.202,0.4939,0
SUB-0129,TARIFE_YUKSELTME,49,10.03,65,461.6,PREMIUM,7,1,1,-0.202,0.3893,0
SUB-0129,CIHAZ_FIRSATI,49,10.03,65,461.6,PREMIUM,7,1,1,-0.202,0.8967,0
